Hemmalag,Bortalag,Hemmamål,Bortamål,Publik,Domare,Arena,Datum,Säsong
Sirius,Hammarby,1,1,7124,Magnus Lindgren (Göteborg),Studenternas IP,2017-05-21,2017
Malmö FF,IFK Norrköping,1,2,20145,Bojan Pandzic (Göteborg),Swedbank Stadion,2017-05-21,2017
GIF Sundsvall,IFK Göteborg,0,4,5046,Kristoffer Karlsson (Höganäs),Idrottsparken,2017-05-22,2017
Elfsborg,Jönköpings Södra,3,0,5965,Johan Hamlin (Bro),Borås Arena,2017-05-22,2017
Djurgården,AIK,0,1,25754,Mohammed Al-Hakim (Västerås),Tele2 Arena,2017-05-22,2017
Kalmar,GIF Sundsvall,3,0,4085,Patrik Eriksson (Gävle),Guldfågeln Arena,2017-05-27,2017
Djurgården,AFC Eskilstuna,4,1,10255,Bojan Pandzic (Göteborg),Tele2 Arena,2017-05-27,2017
IFK Norrköping,Halmstad,3,2,9105,Markus Strömbergsson (Gävle),Östgötaporten,2017-05-27,2017
Hammarby,Jönköpings Södra,2,2,20386,Kristoffer Karlsson (Höganäs),Tele2 Arena,2017-05-28,2017
IFK Göteborg,Elfsborg,1,1,12837,Martin Strömbergsson (Gävle),Gamla Ullevi,2017-05-28,2017
Häcken,Östersund,0,1,2749,Kaspar Sjöberg (Malmö),Bravida Arena,2017-05-29,2017
AIK,Malmö FF,0,1,19570,Glenn Nyberg (Borlänge),Friends Arena,2017-05-29,2017
Örebro,Sirius,2,1,5622,Stefan Johannesson (Stockholm),Behrn Arena,2017-05-29,2017
IFK Norrköping,AIK,0,0,12303,Stefan Johannesson (Stockholm),Östgötaporten,2017-06-01,2017
Elfsborg,Häcken,2,0,6446,Glenn Nyberg (Borlänge),Borås Arena,2017-06-02,2017
Östersund,GIF Sundsvall,3,1,7821,Magnus Lindgren (Göteborg),Jämtkraft Arena,2017-06-03,2017
Kalmar,Örebro,0,1,4699,Kaspar Sjöberg (Malmö),Guldfågeln Arena,2017-06-03,2017
Jönköpings Södra,Malmö FF,1,2,5565,Patrik Eriksson (Gävle),Stadsparksvallen,2017-06-03,2017
AFC Eskilstuna,AIK,1,3,7047,Johan Hamlin (Bro),Tunavallen,2017-06-04,2017
Hammarby,Djurgården,3,1,29374,Andreas Ekberg (Bjärred),Tele2 Arena,2017-06-04,2017
Sirius,Halmstad,2,1,4561,Robert Daradic (Helsingborg),Studenternas IP,2017-06-04,2017
IFK Norrköping,IFK Göteborg,2,0,10233,Mohammed Al-Hakim (Västerås),Östgötaporten,2017-06-04,2017
GIF Sundsvall,Sirius,1,2,3862,Glenn Nyberg (Borlänge),Idrottsparken,2017-07-01,2017
Malmö FF,AFC Eskilstuna,3,2,14482,Bojan Pandzic (Göteborg),Swedbank Stadion,2017-07-01,2017
Halmstad,Elfsborg,1,1,4852,Johan Hamlin (Bro),Örjans vall,2017-07-01,2017
Jönköpings Södra,IFK Göteborg,0,2,5627,Mohammed Al-Hakim (Västerås),Stadsparksvallen,2017-07-02,2017
AIK,Östersund,2,2,15121,Stefan Johannesson (Stockholm),Friends Arena,2017-07-02,2017
Örebro,IFK Norrköping,4,2,8954,Andreas Ekberg (Bjärred),Behrn Arena,2017-07-02,2017
Häcken,Hammarby,2,0,4009,Jonas Eriksson (Sigtuna),Bravida Arena,2017-07-03,2017
Djurgården,Kalmar,4,1,11730,Kristoffer Karlsson (Höganäs),Tele2 Arena,2017-07-03,2017
Sirius,AFC Eskilstuna,1,0,4137,Kristoffer Karlsson (Höganäs),Studenternas IP,2017-07-08,2017
Hammarby,Örebro,3,1,20337,Stefan Johannesson (Stockholm),Tele2 Arena,2017-07-08,2017
Häcken,Malmö FF,0,1,4504,Johan Hamlin (Bro),Bravida Arena,2017-07-08,2017
IFK Norrköping,Elfsborg,1,3,9325,Mohammed Al-Hakim (Västerås),Östgötaporten,2017-07-09,2017
Kalmar,AIK,0,1,10318,Magnus Lindgren (Göteborg),Guldfågeln Arena,2017-07-09,2017
Östersund,Jönköpings Södra,1,1,4893,Kaspar Sjöberg (Malmö),Jämtkraft Arena,2017-07-09,2017
IFK Göteborg,Halmstad,1,1,11328,Patrik Eriksson (Gävle),Gamla Ullevi,2017-07-10,2017
Djurgården,GIF Sundsvall,2,1,12439,Jonas Eriksson (Sigtuna),Tele2 Arena,2017-07-10,2017
AFC Eskilstuna,Kalmar,2,1,2376,Kaspar Sjöberg (Malmö),Tunavallen,2017-07-15,2017
GIF Sundsvall,Halmstad,1,0,3647,Magnus Lindgren (Göteborg),Idrottsparken,2017-07-15,2017
Malmö FF,Sirius,3,3,15501,Stefan Johannesson (Stockholm),Swedbank Stadion,2017-07-15,2017
Örebro,IFK Göteborg,4,2,6049,Bojan Pandzic (Göteborg),Behrn Arena,2017-07-16,2017
Östersund,Djurgården,2,1,5647,Andreas Ekberg (Bjärred),Jämtkraft Arena,2017-07-16,2017
AIK,IFK Norrköping,1,0,16273,Jonas Eriksson (Sigtuna),Friends Arena,2017-07-16,2017
Elfsborg,Hammarby,3,0,11092,Mohammed Al-Hakim (Västerås),Borås Arena,2017-07-17,2017
Jönköpings Södra,Häcken,0,1,3491,Glenn Nyberg (Borlänge),Stadsparksvallen,2017-07-17,2017
Halmstad,GIF Sundsvall,2,2,4206,Jonas Eriksson (Sigtuna),Örjans vall,2017-07-22,2017
Malmö FF,Jönköpings Södra,2,0,15049,Mohammed Al-Hakim (Västerås),Swedbank Stadion,2017-07-22,2017
Sirius,Häcken,2,2,5324,Johan Hamlin (Bro),Studenternas IP,2017-07-22,2017
Djurgården,Östersund,3,0,11762,Magnus Lindgren (Göteborg),Tele2 Arena,2017-07-23,2017
IFK Göteborg,Örebro,2,2,10330,Kaspar Sjöberg (Malmö),Gamla Ullevi,2017-07-23,2017
Kalmar,AFC Eskilstuna,2,0,6327,Patrik Eriksson (Gävle),Guldfågeln Arena,2017-07-23,2017
Hammarby,Elfsborg,2,1,20420,Bojan Pandzic (Göteborg),Tele2 Arena,2017-07-24,2017
Jönköpings Södra,Hammarby,1,0,5914,Stefan Johannesson (Stockholm),Stadsparksvallen,2017-07-29,2017
Elfsborg,Sirius,0,2,5947,Kaspar Sjöberg (Malmö),Borås Arena,2017-07-29,2017
GIF Sundsvall,Malmö FF,0,1,4193,Glenn Nyberg (Borlänge),Idrottsparken,2017-07-29,2017
Östersund,Halmstad,0,0,5589,Kristoffer Karlsson (Höganäs),Jämtkraft Arena,2017-07-30,2017
IFK Göteborg,IFK Norrköping,4,1,11347,Andreas Ekberg (Bjärred),Gamla Ullevi,2017-07-30,2017
AIK,Kalmar,0,1,14337,Mohammed Al-Hakim (Västerås),Friends Arena,2017-07-30,2017
AFC Eskilstuna,Djurgården,1,2,7500,Johan Krantz (Uppsala),Tunavallen,2017-07-31,2017
Häcken,Örebro,1,1,1989,Patrik Eriksson (Gävle),Bravida Arena,2017-07-31,2017
Halmstad,Jönköpings Södra,6,1,4464,Kaspar Sjöberg (Malmö),Örjans vall,2017-08-05,2017
Örebro,Elfsborg,2,2,6223,Andreas Ekberg (Bjärred),Behrn Arena,2017-08-05,2017
Hammarby,Häcken,1,2,18474,Glenn Nyberg (Borlänge),Tele2 Arena,2017-08-06,2017
GIF Sundsvall,Östersund,1,1,6528,Bojan Pandzic (Göteborg),Idrottsparken,2017-08-06,2017
Kalmar,IFK Göteborg,1,0,9330,Patrik Eriksson (Gävle),Guldfågeln Arena,2017-08-06,2017
Sirius,AIK,1,4,6748,Stefan Johannesson (Stockholm),Studenternas IP,2017-08-06,2017
IFK Norrköping,AFC Eskilstuna,1,0,6662,Kristoffer Karlsson (Höganäs),Östgötaporten,2017-08-07,2017
Djurgården,Malmö FF,0,1,22208,Mohammed Al-Hakim (Västerås),Tele2 Arena,2017-08-07,2017
IFK Göteborg,AIK,2,1,16187,Mohammed Al-Hakim (Västerås),Gamla Ullevi,2017-08-10,2017
Malmö FF,Kalmar,6,0,20202,Andreas Ekberg (Bjärred),Swedbank Stadion,2017-08-11,2017
Halmstad,Sirius,0,3,4127,Magnus Lindgren (Göteborg),Örjans vall,2017-08-12,2017
Hammarby,Östersund,2,2,19870,Kaspar Sjöberg (Malmö),Tele2 Arena,2017-08-13,2017
AIK,AFC Eskilstuna,1,1,12087,Jonas Eriksson (Sigtuna),Friends Arena,2017-08-13,2017
IFK Norrköping,Djurgården,0,1,11620,Bojan Pandzic (Göteborg),Östgötaporten,2017-08-13,2017
Jönköpings Södra,Örebro,1,2,3152,Glenn Nyberg (Borlänge),Stadsparksvallen,2017-08-13,2017
Häcken,GIF Sundsvall,2,0,2013,Kristoffer Karlsson (Höganäs),Bravida Arena,2017-08-14,2017
Elfsborg,IFK Göteborg,1,2,11979,Stefan Johannesson (Stockholm),Borås Arena,2017-08-14,2017
Jönköpings Södra,Elfsborg,2,2,3773,Glenn Nyberg (Borlänge),Stadsparksvallen,2017-08-18,2017
AFC Eskilstuna,Malmö FF,3,1,3115,Stefan Johannesson (Stockholm),Tunavallen,2017-08-19,2017
Östersund,AIK,0,3,5779,Bojan Pandzic (Göteborg),Jämtkraft Arena,2017-08-20,2017
Djurgården,Halmstad,2,1,13093,Kristoffer Karlsson (Höganäs),Tele2 Arena,2017-08-20,2017
Sirius,IFK Norrköping,0,1,6769,Jonas Eriksson (Sigtuna),Studenternas IP,2017-08-20,2017
IFK Göteborg,Häcken,1,1,13443,Mohammed Al-Hakim (Västerås),Gamla Ullevi,2017-08-20,2017
GIF Sundsvall,Kalmar,1,3,3818,Glenn Nyberg (Borlänge),Idrottsparken,2017-08-21,2017
Örebro,Hammarby,0,3,8407,Patrik Eriksson (Gävle),Behrn Arena,2017-08-21,2017
AFC Eskilstuna,Hammarby,0,0,7500,Kristoffer Karlsson (Höganäs),Tunavallen,2017-08-26,2017
IFK Norrköping,Östersund,0,2,7825,Glenn Nyberg (Borlänge),Östgötaporten,2017-08-27,2017
AIK,Djurgården,1,1,33157,Stefan Johannesson (Stockholm),Friends Arena,2017-08-27,2017
Häcken,Jönköpings Södra,3,1,2180,Kaspar Sjöberg (Malmö),Bravida Arena,2017-08-27,2017
Kalmar,Sirius,4,2,6272,Mohammed Al-Hakim (Västerås),Guldfågeln Arena,2017-08-27,2017
GIF Sundsvall,Örebro,2,1,3068,Magnus Lindgren (Göteborg),Idrottsparken,2017-08-27,2017
Elfsborg,Halmstad,1,0,5206,Jonas Eriksson (Sigtuna),Borås Arena,2017-08-27,2017
Malmö FF,IFK Göteborg,2,2,21354,Andreas Ekberg (Bjärred),Swedbank Stadion,2017-08-27,2017
Östersund,AFC Eskilstuna,3,0,4030,Johan Hamlin (Bro),Jämtkraft Arena,2017-09-09,2017
Halmstad,Häcken,0,3,3266,Kristoffer Karlsson (Höganäs),Örjans vall,2017-09-10,2017
Hammarby,AIK,1,1,29306,Jonas Eriksson (Sigtuna),Friends Arena,2017-09-10,2017
Elfsborg,Kalmar,2,2,5466,Magnus Lindgren (Göteborg),Borås Arena,2017-09-10,2017
Örebro,Malmö FF,2,1,7224,Mohammed Al-Hakim (Västerås),Behrn Arena,2017-09-10,2017
Sirius,GIF Sundsvall,0,1,5024,Glenn Nyberg (Borlänge),Studenternas IP,2017-09-10,2017
Jönköpings Södra,IFK Norrköping,1,2,3362,Stefan Johannesson (Stockholm),Stadsparksvallen,2017-09-10,2017
IFK Göteborg,Djurgården,1,3,12350,Bojan Pandzic (Göteborg),Gamla Ullevi,2017-09-11,2017
Kalmar,IFK Norrköping,1,1,5769,Bojan Pandzic (Göteborg),Guldfågeln Arena,2017-09-15,2017
IFK Göteborg,Jönköpings Södra,1,1,9142,Kristoffer Karlsson (Höganäs),Gamla Ullevi,2017-09-16,2017
Häcken,Elfsborg,3,0,1893,Kaspar Sjöberg (Malmö),Bravida Arena,2017-09-16,2017
Djurgården,Örebro,4,1,14039,Jonas Eriksson (Sigtuna),Tele2 Arena,2017-09-16,2017
AIK,Halmstad,4,1,10342,Magnus Lindgren (Göteborg),Friends Arena,2017-09-17,2017
Sirius,Östersund,0,5,5112,Patrik Eriksson (Gävle),Studenternas IP,2017-09-17,2017
Malmö FF,Hammarby,4,0,18830,Johan Hamlin (Bro),Swedbank Stadion,2017-09-17,2017
AFC Eskilstuna,GIF Sundsvall,1,2,4305,Mohammed Al-Hakim (Västerås),Tunavallen,2017-09-18,2017
IFK Norrköping,Häcken,4,1,6377,Kristoffer Karlsson (Höganäs),Östgötaporten,2017-09-19,2017
Elfsborg,Djurgården,2,2,7423,Glenn Nyberg (Borlänge),Borås Arena,2017-09-19,2017
Halmstad,Kalmar,1,1,3084,Magnus Lindgren (Göteborg),Örjans vall,2017-09-20,2017
Östersund,Malmö FF,2,2,6157,Stefan Johannesson (Stockholm),Jämtkraft Arena,2017-09-20,2017
Jönköpings Södra,Sirius,3,1,2672,Kaspar Sjöberg (Malmö),Stadsparksvallen,2017-09-20,2017
Hammarby,IFK Göteborg,2,1,20650,Mohammed Al-Hakim (Västerås),Tele2 Arena,2017-09-20,2017
Örebro,AFC Eskilstuna,2,3,4035,Johan Krantz (Uppsala),Behrn Arena,2017-09-21,2017
GIF Sundsvall,AIK,0,0,4052,Patrik Eriksson (Gävle),Idrottsparken,2017-09-21,2017
Halmstad,IFK Norrköping,2,1,5398,Jonas Eriksson (Sigtuna),Örjans vall,2017-09-23,2017
Kalmar,Östersund,2,1,4602,Kaspar Sjöberg (Malmö),Guldfågeln Arena,2017-09-24,2017
Djurgården,Hammarby,1,1,24174,Bojan Pandzic (Göteborg),Tele2 Arena,2017-09-24,2017
Jönköpings Södra,GIF Sundsvall,2,2,3869,Mohammed Al-Hakim (Västerås),Stadsparksvallen,2017-09-24,2017
Häcken,AIK,1,6,3578,Stefan Johannesson (Stockholm),Bravida Arena,2017-09-24,2017
AFC Eskilstuna,IFK Göteborg,1,0,4157,Kristoffer Karlsson (Höganäs),Tunavallen,2017-09-25,2017
Sirius,Örebro,3,4,4186,Magnus Lindgren (Göteborg),Studenternas IP,2017-09-25,2017
Malmö FF,Elfsborg,6,0,16212,Andreas Ekberg (Bjärred),Swedbank Stadion,2017-09-25,2017
IFK Göteborg,Sirius,4,0,7814,Glenn Nyberg (Borlänge),Gamla Ullevi,2017-09-29,2017
AFC Eskilstuna,Jönköpings Södra,1,1,3165,Jonas Eriksson (Sigtuna),Tunavallen,2017-09-30,2017
Östersund,Häcken,0,0,4769,Johan Hamlin (Bro),Jämtkraft Arena,2017-10-01,2017
GIF Sundsvall,Djurgården,0,5,5280,Magnus Lindgren (Göteborg),Idrottsparken,2017-10-01,2017
Malmö FF,Halmstad,2,0,18189,Mohammed Al-Hakim (Västerås),Swedbank Stadion,2017-10-01,2017
Hammarby,IFK Norrköping,0,2,21337,Stefan Johannesson (Stockholm),Tele2 Arena,2017-10-01,2017
AIK,Elfsborg,5,2,12282,Kaspar Sjöberg (Malmö),Friends Arena,2017-10-01,2017
Örebro,Kalmar,1,0,5176,Patrik Eriksson (Gävle),Behrn Arena,2017-10-01,2017
Halmstad,IFK Göteborg,1,2,4307,Johan Hamlin (Bro),Örjans vall,2017-10-14,2017
Östersund,Örebro,3,0,5002,Kristoffer Karlsson (Höganäs),Jämtkraft Arena,2017-10-14,2017
Häcken,AFC Eskilstuna,3,0,1502,Patrik Eriksson (Gävle),Bravida Arena,2017-10-14,2017
AIK,Jönköpings Södra,2,0,16257,Andreas Ekberg (Bjärred),Friends Arena,2017-10-15,2017
Sirius,Djurgården,2,0,6492,Stefan Johannesson (Stockholm),Studenternas IP,2017-10-15,2017
Elfsborg,GIF Sundsvall,2,1,5925,Bojan Pandzic (Göteborg),Borås Arena,2017-10-15,2017
IFK Norrköping,Malmö FF,1,3,13769,Glenn Nyberg (Borlänge),Östgötaporten,2017-10-16,2017
Kalmar,Hammarby,2,0,6514,Mohammed Al-Hakim (Västerås),Guldfågeln Arena,2017-10-16,2017
Örebro,Halmstad,0,1,3719,Kapsar Sjöberg (Malmö),Behrn Arena,2017-10-20,2017
AFC Eskilstuna,Elfsborg,2,3,2177,Mohammed Al-Hakim (Västerås),Tunavallen,2017-10-21,2017
GIF Sundsvall,IFK Norrköping,2,2,3528,Johan Hamlin (Bro),Idrottsparken,2017-10-22,2017
IFK Göteborg,Östersund,0,1,9263,Bojan Pandzic (Göteborg),Gamla Ullevi,2017-10-22,2017
Djurgården,Häcken,1,1,14181,Jonas Eriksson (Sigtuna),Tele2 Arena,2017-10-22,2017
Jönköpings Södra,Kalmar,2,0,4563,Magnus Lindgren (Göteborg),Stadsparksvallen,2017-10-23,2017
Hammarby,Sirius,3,3,17403,Patrik Eriksson (Gävle),Tele2 Arena,2017-10-23,2017
Malmö FF,AIK,0,0,19535,Stefan Johannesson (Stockholm),Swedbank Stadion,2017-10-23,2017
Östersund,Elfsborg,4,1,5081,Jonas Eriksson (Sigtuna),Jämtkraft Arena,2017-10-28,2017
Halmstad,AFC Eskilstuna,1,1,1478,Andreas Ekberg (Bjärred),Örjans vall,2017-10-28,2017
Sirius,Malmö FF,0,4,4411,Victor Wolf (Stockholm),Studenternas IP,2017-10-29,2017
GIF Sundsvall,Hammarby,1,4,5157,Magnus Lindgren (Göteborg),Idrottsparken,2017-10-29,2017
Häcken,Kalmar,2,0,2145,Kaspar Sjöberg (Malmö),Bravida Arena,2017-10-29,2017
Djurgården,Jönköpings Södra,0,0,12493,Mohammed Al-Hakim (Västerås),Tele2 Arena,2017-10-29,2017
IFK Norrköping,Örebro,2,0,6447,Patrik Eriksson (Gävle),Östgötaporten,2017-10-30,2017
AIK,IFK Göteborg,2,1,19870,Kristoffer Karlsson (Höganäs),Friends Arena,2017-10-30,2017
AFC Eskilstuna,Sirius,1,3,887,Bojan Pandzic (Göteborg),Tunavallen,2017-11-05,2017
Jönköpings Södra,Östersund,0,0,4885,Glenn Nyberg (Borlänge),Stadsparksvallen,2017-11-05,2017
Hammarby,Halmstad,1,3,20070,Johan Hamlin (Bro),Tele2 Arena,2017-11-05,2017
IFK Göteborg,GIF Sundsvall,0,3,6769,Stefan Johannesson (Stockholm),Gamla Ullevi,2017-11-05,2017
Elfsborg,IFK Norrköping,3,3,6516,Kristoffer Karlsson (Höganäs),Borås Arena,2017-11-05,2017
Malmö FF,Häcken,1,2,19123,Mohammed Al-Hakim (Västerås),Swedbank Stadion,2017-11-05,2017
Kalmar,Djurgården,0,2,8241,Andreas Ekberg (Bjärred),Guldfågeln Arena,2017-11-05,2017
Örebro,AIK,1,2,6572,Jonas Eriksson (Sigtuna),Behrn Arena,2017-11-05,2017
Hammarby,Sirius,3,1,30220,Jonas Eriksson,Tele2 Arena,2018-04-01,2018
Häcken,Kalmar,1,0,2592,Glenn Nyberg,Bravida Arena,2018-04-01,2018
Östersund,Djurgården,0,1,7114,Stefan Johannesson,Jämtkraft Arena,2018-04-01,2018
Trelleborg,IFK Göteborg,1,3,5509,Kristoffer Karlsson,Vångavallen,2018-04-01,2018
IFK Norrköping,Brommapojkarna,2,1,8451,Mohammed Al-Hakim,Östgötaporten,2018-04-02,2018
AIK,Dalkurd,2,0,30334,Andreas Ekberg,Friends Arena,2018-04-02,2018
GIF Sundsvall,Örebro,0,0,3129,Martin Strömbergsson,Idrottsparken,2018-04-02,2018
Elfsborg,Malmö FF,1,2,11615,Bojan Pandzic,Borås Arena,2018-04-02,2018
Örebro,IFK Norrköping,1,1,8615,Patrik Eriksson,Behrn Arena,2018-04-07,2018
Kalmar,Elfsborg,1,0,5668,Kristoffer Karlsson,Guldfågeln Arena,2018-04-08,2018
Djurgården,Trelleborg,1,1,17190,Magnus Lindgren,Tele2 Arena,2018-04-08,2018
Dalkurd,Östersund,3,0,1644,Martin Strömbergsson,Gavlevallen,2018-04-08,2018
Malmö FF,AIK,1,1,20072,Stefan Johannesson,Stadion,2018-04-09,2018
Brommapojkarna,Häcken,2,0,1525,Kaspar Sjöberg,Grimsta IP,2018-04-09,2018
IFK Göteborg,Hammarby,1,2,15467,Mohammed Al-Hakim,Gamla Ullevi,2018-04-10,2018
GIF Sundsvall,Malmö FF,2,2,3479,Patrik Eriksson,Idrottsparken,2018-04-13,2018
Trelleborg,Örebro,1,2,2329,Bojan Pandzic,Vångavallen,2018-04-13,2018
Elfsborg,Sirius,0,1,4635,Glenn Nyberg,Borås Arena,2018-04-14,2018
Häcken,Dalkurd,3,0,3847,Magnus Lindgren,Bravida Arena,2018-04-14,2018
IFK Norrköping,Kalmar,3,1,7632,Kaspar Sjöberg,Östgötaporten,2018-04-15,2018
AIK,Djurgården,2,0,30552,Jonas Eriksson,Friends Arena,2018-04-15,2018
Östersund,IFK Göteborg,2,1,5048,Andreas Ekberg,Jämtkraft Arena,2018-04-15,2018
Hammarby,Brommapojkarna,4,0,20630,Stefan Johannesson,Tele2 Arena,2018-04-16,2018
GIF Sundsvall,Trelleborg,1,0,3129,Victor Wolf,Idrottsparken,2018-04-17,2018
Sirius,Häcken,0,0,3230,Bojan Pandzic,Studenternas IP,2018-04-18,2018
Kalmar,Östersund,1,1,4134,Kaspar Sjöberg,Guldfågeln Arena,2018-04-18,2018
Djurgården,Malmö FF,3,0,13010,Mohammed Al-Hakim,Tele2 Arena,2018-04-18,2018
Örebro,AIK,1,1,8012,Andreas Ekberg,Behrn Arena,2018-04-18,2018
Hammarby,IFK Norrköping,2,1,21337,Glenn Nyberg,Tele2 Arena,2018-04-19,2018
IFK Göteborg,Dalkurd,1,0,9165,Kristoffer Karlsson,Gamla Ullevi,2018-04-19,2018
Brommapojkarna,Elfsborg,0,2,1345,Martin Strömbergsson,Grimsta IP,2018-04-19,2018
Östersund,Örebro,0,2,5143,Jonas Eriksson,Jämtkraft Arena,2018-04-21,2018
Dalkurd,GIF Sundsvall,2,2,1099,Kaspar Sjöberg,Gavlevallen,2018-04-22,2018
Häcken,Hammarby,2,2,4410,Patrik Eriksson,Bravida Arena,2018-04-22,2018
AIK,IFK Göteborg,2,0,19619,Mohammed Al-Hakim,Friends Arena,2018-04-22,2018
Trelleborg,Kalmar,0,1,2189,Bojan Pandzic,Vångavallen,2018-04-22,2018
Elfsborg,Djurgården,2,2,6540,Glenn Nyberg,Borås Arena,2018-04-23,2018
IFK Norrköping,Sirius,1,0,6125,Stefan Johannesson,Östgötaporten,2018-04-23,2018
Malmö FF,Brommapojkarna,3,1,14745,Magnus Lindgren,Stadion,2018-04-23,2018
AIK,Sirius,2,0,15187,Kristoffer Karlsson,Friends Arena,2018-04-27,2018
IFK Göteborg,Häcken,2,1,12852,Andreas Ekberg,Gamla Ullevi,2018-04-28,2018
GIF Sundsvall,Elfsborg,2,1,3278,Magnus Lindgren,Idrottsparken,2018-04-29,2018
Djurgården,Hammarby,1,2,24396,Martin Strömbergsson,Tele2 Arena,2018-04-29,2018
IFK Norrköping,Trelleborg,1,2,6830,Jonas Eriksson,Östgötaporten,2018-04-29,2018
Kalmar,Malmö FF,3,0,7047,Patrik Eriksson,Guldfågeln Arena,2018-04-29,2018
Brommapojkarna,Östersund,0,4,1670,Stefan Johannesson,Grimsta IP,2018-04-30,2018
Örebro,Dalkurd,3,2,5529,Bojan Pandzic,Behrn Arena,2018-04-30,2018
Sirius,AIK,2,3,6139,Glenn Nyberg,Studenternas IP,2018-05-02,2018
Malmö FF,Djurgården,1,0,15728,Andreas Ekberg,Stadion,2018-05-03,2018
Hammarby,GIF Sundsvall,4,3,25092,Jonas Eriksson,Tele2 Arena,2018-05-05,2018
Östersund,IFK Norrköping,0,2,5581,Martin Strömbergsson,Jämtkraft Arena,2018-05-05,2018
Brommapojkarna,Djurgården,1,0,4378,Glenn Nyberg,Grimsta IP,2018-05-06,2018
Dalkurd,Kalmar,1,2,707,Mohammed Al-Hakim,Gavlevallen,2018-05-06,2018
Elfsborg,AIK,0,0,7071,Kaspar Sjöberg,Borås Arena,2018-05-06,2018
Trelleborg,Häcken,0,3,1427,Kristoffer Karlsson,Vångavallen,2018-05-06,2018
Sirius,Örebro,2,4,3534,Bojan Pandzic,Studenternas IP,2018-05-07,2018
Malmö FF,IFK Göteborg,1,2,17715,Stefan Johannesson,Stadion,2018-05-07,2018
GIF Sundsvall,Brommapojkarna,3,0,3507,Patrik Eriksson,Idrottsparken,2018-05-12,2018
IFK Göteborg,IFK Norrköping,0,2,11925,Kaspar Sjöberg,Gamla Ullevi,2018-05-13,2018
Djurgården,Dalkurd,1,0,10432,Magnus Lindgren,Tele2 Arena,2018-05-13,2018
Örebro,Hammarby,1,2,12352,Mohammed Al-Hakim,Behrn Arena,2018-05-13,2018
Trelleborg,Malmö FF,1,0,7043,Glenn Nyberg,Vångavallen,2018-05-13,2018
Häcken,Elfsborg,5,0,3555,Andreas Ekberg,Bravida Arena,2018-05-14,2018
Kalmar,Sirius,1,0,4386,Robert Daradic,Guldfågeln Arena,2018-05-14,2018
AIK,Östersund,1,1,16553,Stefan Johannesson,Friends Arena,2018-05-14,2018
Hammarby,Malmö FF,3,2,23490,Martin Strömbergsson,Tele2 Arena,2018-05-16,2018
Djurgården,Örebro,2,0,10104,Kristoffer Karlsson,Tele2 Arena,2018-05-17,2018
Brommapojkarna,Kalmar,2,1,1363,Magnus Lindgren,Grimsta IP,2018-05-18,2018
Sirius,Trelleborg,1,1,2928,Patrik Eriksson,Studenternas IP,2018-05-19,2018
GIF Sundsvall,Östersund,2,3,7042,Bojan Pandzic,Idrottsparken,2018-05-19,2018
IFK Norrköping,Dalkurd,4,2,7205,Jonas Eriksson,Östgötaporten,2018-05-19,2018
Hammarby,AIK,0,1,29266,Andreas Ekberg,Tele2 Arena,2018-05-20,2018
Malmö FF,Häcken,2,0,15735,Mohammed Al-Hakim,Stadion,2018-05-20,2018
Elfsborg,IFK Göteborg,1,1,11735,Martin Strömbergsson,Borås Arena,2018-05-21,2018
Örebro,Kalmar,2,1,5209,Kaspar Sjöberg,Behrn Arena,2018-05-22,2018
IFK Norrköping,GIF Sundsvall,1,0,8160,Magnus Lindgren,Östgötaporten,2018-05-23,2018
Häcken,AIK,1,1,4259,Glenn Nyberg,Bravida Arena,2018-05-23,2018
Östersund,Sirius,5,2,5287,Kristoffer Karlsson,Jämtkraft Arena,2018-05-23,2018
Trelleborg,Brommapojkarna,2,1,2056,Victor Wolf,Vångavallen,2018-05-24,2018
IFK Göteborg,Djurgården,1,3,12268,Mohammed Al-Hakim,Gamla Ullevi,2018-05-24,2018
Dalkurd,Elfsborg,1,4,901,Stefan Johannesson,Gavlevallen,2018-05-24,2018
AIK,IFK Norrköping,3,3,21012,Martin Strömbergsson,Friends Arena,2018-05-26,2018
Östersund,Häcken,2,0,6018,Patrik Eriksson,Jämtkraft Arena,2018-05-26,2018
GIF Sundsvall,IFK Göteborg,2,0,3596,Kaspar Sjöberg,NP3 Arena,2018-05-27,2018
Malmö FF,Dalkurd,1,1,14099,Kristoffer Karlsson,Stadion,2018-05-27,2018
Kalmar,Hammarby,1,1,9313,Robert Daradic,Guldfågeln Arena,2018-05-27,2018
Sirius,Djurgården,1,5,6192,Jonas Eriksson,Studenternas IP,2018-05-27,2018
Elfsborg,Trelleborg,2,1,4762,Magnus Lindgren,Borås Arena,2018-05-27,2018
Brommapojkarna,Örebro,0,0,1523,Andreas Ekberg,Grimsta IP,2018-05-27,2018
Sirius,GIF Sundsvall,1,3,2602,Glenn Nyberg,Studenternas IP,2018-07-03,2018
Sirius,Malmö FF,0,4,1823,Stefan Johannesson,Studenternas IP,2018-07-07,2018
Häcken,GIF Sundsvall,3,0,1017,Martin Strömbergsson,Bravida Arena,2018-07-07,2018
Trelleborg,AIK,1,4,2682,Mohammed Al-Hakim,Vångavallen,2018-07-07,2018
Dalkurd,Brommapojkarna,3,0,211,Patrik Eriksson,Gavlevallen,2018-07-07,2018
IFK Göteborg,Kalmar,1,3,7298,Kristoffer Karlsson,Gamla Ullevi,2018-07-08,2018
